NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
C1502615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/13/2015 09:58:51 AM,03/13/2015 10:06:31 AM,03/13/2015 10:15:05 AM,03/13/2015 10:45:20 AM,NAT,Necessary Action Taken,N,7C02,069XX Chef Menteur Hwy,70126,7,"(0.0, 0.0)"
C1512815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/13/2015 11:45:42 AM,03/13/2015 11:47:38 AM,03/13/2015 11:58:16 AM,03/13/2015 12:15:11 PM,NAT,Necessary Action Taken,N,8B01,X Canal St,70130,8,"(0.0, 0.0)"
C1513815,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/13/2015 11:55:42 AM,03/13/2015 11:56:33 AM,03/13/2015 12:03:17 PM,03/13/2015 12:55:10 PM,NAT,Necessary Action Taken,N,4C02,036XX Behrman Pl,70114,4,"(0.0, 0.0)"
C1517015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/13/2015 12:28:57 PM,03/13/2015 12:28:57 PM,03/13/2015 12:34:57 PM,03/13/2015 01:42:51 PM,NAT,Necessary Action Taken,N,7K01,049XX Bullard Ave,70128,7,"(0.0, 0.0)"
C1527015,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/13/2015 02:04:47 PM,03/13/2015 02:07:28 PM,03/13/2015 02:18:07 PM,03/13/2015 02:42:25 PM,NAT,Necessary Action Taken,N,4C02,032XX Behrman Pl,,4,"(0.0, 0.0)"
C1527615,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/13/2015 02:07:43 PM,03/13/2015 04:00:47 PM,,03/13/2015 04:00:53 PM,UNF,UNFOUNDED,N,5B03,013XX Arts St,70117,5,"(0.0, 0.0)"
C1535315,103M,MENTAL PATIENT,1A,103,DISTURBANCE (OTHER),2A,37369000,3513814,03/13/2015 03:20:35 PM,03/13/2015 03:29:39 PM,03/13/2015 03:40:56 PM,03/13/2015 05:01:48 PM,RTF,REPORT TO FOLLOW,N,3H01,041XX Iberville St,70119,3,"(0.0, 0.0)"
C1535415,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,03/13/2015 03:21:19 PM,03/13/2015 03:24:15 PM,03/13/2015 03:32:12 PM,03/13/2015 03:48:35 PM,NAT,Necessary Action Taken,N,3Y02,040XX Fairmont Dr,70122,3,"(0.0, 0.0)"
C1539715,103M,MENTAL PATIENT,2A,911,SILENT 911 CALL,2D,37369000,3513814,03/13/2015 03:53:33 PM,03/13/2015 03:54:39 PM,03/13/2015 03:59:52 PM,03/13/2015 04:15:12 PM,GOA,GONE ON ARRIVAL,N,1A01,014XX N Villere St,,1,"(0.0, 0.0)"
C1540315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/13/2015 03:56:52 PM,03/13/2015 03:59:18 PM,03/13/2015 04:00:33 PM,03/13/2015 04:19:13 PM,NAT,Necessary Action Taken,N,6M01,Washington Ave & S Tonti St,70125,6,"(0.0, 0.0)"
C1544415,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/13/2015 04:27:04 PM,03/13/2015 06:24:34 PM,03/13/2015 06:46:40 PM,03/13/2015 07:33:18 PM,RTF,REPORT TO FOLLOW,N,2A04,060XX Magazine St,70118,2,"(0.0, 0.0)"
C1547315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/13/2015 04:49:10 PM,03/13/2015 04:51:27 PM,03/13/2015 04:56:58 PM,03/13/2015 05:02:18 PM,NAT,Necessary Action Taken,N,8C02,Exchange Aly & Iberville St,70130,8,"(0.0, 0.0)"
C1547415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/13/2015 04:49:56 PM,03/13/2015 05:21:07 PM,03/13/2015 05:26:45 PM,03/13/2015 05:43:18 PM,NAT,Necessary Action Taken,N,5C03,013XX Port St,70117,5,"(0.0, 0.0)"
C1550415,103M,MENTAL PATIENT,1A,56D,CRIMINAL DAMAGE DOMESTIC,2C,37369000,3513814,03/13/2015 05:08:49 PM,03/13/2015 05:17:54 PM,03/13/2015 05:27:13 PM,03/13/2015 05:40:23 PM,NAT,Necessary Action Taken,N,2T02,084XX Palm St,70118,2,"(0.0, 0.0)"
C1551215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/13/2015 05:12:21 PM,03/13/2015 05:13:19 PM,03/13/2015 05:19:49 PM,03/13/2015 05:46:20 PM,NAT,Necessary Action Taken,N,4K01,032XX Newton St,,4,"(0.0, 0.0)"
C1557915,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/13/2015 05:55:01 PM,,03/13/2015 05:55:01 PM,03/13/2015 07:30:38 PM,RTF,REPORT TO FOLLOW,Y,5E04,009XX Saint Maurice Ave,70117,5,"(0.0, 0.0)"
C1563615,24,MEDICAL,2B,103F,FIGHT,2B,37369000,3513814,03/13/2015 06:39:34 PM,03/13/2015 06:44:27 PM,03/13/2015 06:49:17 PM,03/13/2015 07:06:19 PM,NAT,Necessary Action Taken,N,6J02,Magnolia St & Martin Luther King Jr Blvd,70113,6,"(0.0, 0.0)"
C1564215,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/13/2015 06:43:24 PM,03/14/2015 01:52:10 AM,03/14/2015 02:12:40 AM,03/14/2015 02:33:39 AM,UNF,UNFOUNDED,N,2K02,018XX General Ogden St,70118,2,"(0.0, 0.0)"
C1564615,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,03/13/2015 06:46:38 PM,03/13/2015 07:26:59 PM,03/13/2015 07:32:32 PM,03/13/2015 08:22:30 PM,NAT,Necessary Action Taken,N,1F02,015XX Dumaine St,70116,1,"(0.0, 0.0)"
C1567515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/13/2015 07:09:41 PM,,03/13/2015 07:09:41 PM,03/13/2015 07:53:43 PM,NAT,Necessary Action Taken,Y,3S10,070XX Press Dr,70148,3,"(0.0, 0.0)"
C1568915,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/13/2015 07:19:10 PM,03/14/2015 03:54:45 AM,03/14/2015 03:59:27 AM,03/14/2015 04:01:21 AM,UNF,UNFOUNDED,N,3Q01,003XX Wallace Dr,70122,3,"(0.0, 0.0)"
C1571315,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,03/13/2015 07:41:32 PM,03/13/2015 10:22:19 PM,03/13/2015 10:33:08 PM,03/13/2015 11:18:59 PM,NAT,Necessary Action Taken,N,7C03,061XX Dreux Ave,70126,7,"(0.0, 0.0)"
C1576015,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/13/2015 08:18:44 PM,,,03/13/2015 09:19:08 PM,VOI,VOID,N,7E01,049XX Pecan St,70126,7,"(0.0, 0.0)"
C1579815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/13/2015 08:47:18 PM,03/13/2015 08:47:18 PM,03/13/2015 08:47:50 PM,03/13/2015 08:47:54 PM,NAT,Necessary Action Taken,N,8D05,005XX Royal St,70130,8,"(0.0, 0.0)"
C1581215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/13/2015 09:06:24 PM,03/13/2015 09:07:00 PM,03/13/2015 09:06:24 PM,03/13/2015 09:20:18 PM,NAT,Necessary Action Taken,Y,8D01,Canal St & Baronne St,,8,"(0.0, 0.0)"
C1582715,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/13/2015 09:18:09 PM,03/14/2015 05:46:37 PM,,03/14/2015 07:14:27 PM,RTF,REPORT TO FOLLOW,N,7C03,059XX Boeing St,70126,7,"(0.0, 0.0)"
C1589715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/13/2015 10:02:16 PM,03/13/2015 10:07:08 PM,03/13/2015 10:09:52 PM,03/13/2015 10:27:01 PM,NAT,Necessary Action Taken,N,6I02,024XX S Robertson St,70113,6,"(0.0, 0.0)"
C1590715,24,MEDICAL,2B,35D,SIMPLE BATTERY DOMESTIC,2B,37369000,3513814,03/13/2015 10:07:33 PM,03/13/2015 10:26:20 PM,,03/13/2015 11:11:20 PM,NAT,Necessary Action Taken,N,8H01,St Joseph St & Baronne St,70113,8,"(0.0, 0.0)"
C1590815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/13/2015 10:07:35 PM,03/13/2015 10:18:28 PM,03/13/2015 10:21:08 PM,03/13/2015 10:46:08 PM,UNF,UNFOUNDED,N,5A04,017XX Touro St,70116,5,"(0.0, 0.0)"
C1595515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/13/2015 10:57:42 PM,03/13/2015 10:57:42 PM,,03/13/2015 11:32:36 PM,NAT,Necessary Action Taken,N,8D05,St Louis St & Bourbon St,70112,8,"(0.0, 0.0)"
C1601115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/13/2015 11:45:35 PM,03/13/2015 11:49:07 PM,03/13/2015 11:50:44 PM,03/14/2015 12:01:06 AM,NAT,Necessary Action Taken,N,8D01,Canal St & Bourbon St,70112,8,"(0.0, 0.0)"
C1603115,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/14/2015 12:04:25 AM,03/14/2015 12:20:24 AM,,03/14/2015 01:27:06 AM,NAT,Necessary Action Taken,N,1L04,040XX Tulane Ave,70119,1,"(0.0, 0.0)"
C1604615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 12:20:41 AM,,,03/14/2015 12:21:45 AM,DUP,DUPLICATE,N,4F02,001XX Delaronde St,70114,4,"(0.0, 0.0)"
C1605515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 12:30:29 AM,,03/14/2015 12:30:29 AM,03/14/2015 12:39:04 AM,NAT,Necessary Action Taken,Y,3R01,060XX Saint Anthony Ave,70122,3,"(0.0, 0.0)"
C1605815,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,03/14/2015 12:33:52 AM,,,03/14/2015 12:43:20 AM,DUP,DUPLICATE,N,1L04,040XX Tulane Ave,70119,1,"(0.0, 0.0)"
C1610215,103M,MENTAL PATIENT,1A,24,MEDICAL,2B,37369000,3513814,03/14/2015 01:26:24 AM,03/14/2015 01:54:27 AM,03/14/2015 02:03:11 AM,03/14/2015 02:47:16 AM,NAT,Necessary Action Taken,N,5I06,061XX N Johnson St,70117,5,"(0.0, 0.0)"
H2210015,21,COMPLAINT OTHER,1H,21,COMPLAINT OTHER,1H,0,0,08/18/2015 03:37:45 PM,08/18/2015 03:38:04 PM,08/18/2015 03:37:45 PM,08/18/2015 05:37:42 PM,RTF,REPORT TO FOLLOW,Y,,070XX S Front St,,0,
C1610615,103M,MENTAL PATIENT,1A,29S,SUICIDE,1B,37369000,3513814,03/14/2015 01:29:28 AM,03/14/2015 01:48:29 AM,03/14/2015 02:02:40 AM,03/14/2015 02:15:13 AM,NAT,Necessary Action Taken,N,7H02,045XX Knight Dr,70127,7,"(0.0, 0.0)"
C1615915,24,MEDICAL,2B,103M,MENTAL PATIENT,1A,37369000,3513814,03/14/2015 02:32:48 AM,03/14/2015 02:35:57 AM,03/14/2015 02:42:15 AM,03/14/2015 04:09:34 AM,NAT,Necessary Action Taken,N,4I03,016XX Pace Blvd,70114,4,"(0.0, 0.0)"
C1617315,24,MEDICAL,2B,35,SIMPLE BATTERY,2A,37369000,3513814,03/14/2015 02:56:31 AM,03/14/2015 03:14:14 AM,03/14/2015 03:21:48 AM,03/14/2015 04:10:51 AM,NAT,Necessary Action Taken,N,6O02,042XX Tchoupitoulas St,70115,6,"(0.0, 0.0)"
C1618915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 03:23:47 AM,,03/14/2015 03:23:47 AM,03/14/2015 03:51:43 AM,NAT,Necessary Action Taken,Y,8G04,005XX Poydras St,70130,8,"(0.0, 0.0)"
C1619115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 03:30:29 AM,,03/14/2015 03:30:29 AM,03/14/2015 04:04:45 AM,NAT,Necessary Action Taken,Y,8D03,004XX Dauphine St,70112,8,"(0.0, 0.0)"
C1622815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 04:16:14 AM,03/14/2015 04:30:07 AM,03/14/2015 04:16:14 AM,03/14/2015 04:30:19 AM,NAT,Necessary Action Taken,Y,8D04,002XX Bourbon St,70112,8,"(0.0, 0.0)"
C1625815,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,03/14/2015 05:24:56 AM,03/15/2015 10:20:30 AM,03/15/2015 10:25:21 AM,03/15/2015 10:26:13 AM,UNF,UNFOUNDED,N,7L03,147XX Chef Menteur Hwy,70129,7,"(0.0, 0.0)"
C1630915,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,03/14/2015 07:15:06 AM,03/14/2015 07:17:39 AM,03/14/2015 07:26:03 AM,03/14/2015 08:29:23 AM,RTF,REPORT TO FOLLOW,N,5D01,007XX Poland Ave,70117,5,"(0.0, 0.0)"
C1633615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 08:06:30 AM,03/14/2015 08:06:30 AM,03/14/2015 08:21:44 AM,03/14/2015 08:39:18 AM,NAT,Necessary Action Taken,N,5B02,Franklin Ave & Marais St,70117,5,"(0.0, 0.0)"
C1635915,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/14/2015 08:34:21 AM,03/14/2015 09:13:58 AM,03/14/2015 09:20:11 AM,03/14/2015 09:59:58 AM,RTF,REPORT TO FOLLOW,N,1L02,003XX S Lopez St,70119,1,"(0.0, 0.0)"
C1639915,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/14/2015 09:27:25 AM,03/14/2015 09:28:27 AM,03/14/2015 09:40:58 AM,03/14/2015 09:45:45 AM,GOA,GONE ON ARRIVAL,N,1C01,016XX N Broad St,70119,1,"(0.0, 0.0)"
C1649515,43,SIMPLE RAPE,2D,21,COMPLAINT OTHER,1A,37369000,3513814,03/14/2015 11:04:05 AM,03/14/2015 11:21:06 AM,03/14/2015 11:29:13 AM,03/14/2015 12:35:58 PM,RTF,REPORT TO FOLLOW,N,5I03,026XX Blk Choctaw St,70117,5,"(0.0, 0.0)"
C1659215,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,03/14/2015 12:52:05 PM,03/14/2015 12:53:03 PM,03/14/2015 12:55:11 PM,03/14/2015 01:04:51 PM,NAT,Necessary Action Taken,N,1E03,N Claiborne Ave & Lafitte St,70112,1,"(0.0, 0.0)"
C1659315,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,03/14/2015 12:54:34 PM,03/14/2015 01:30:25 PM,03/14/2015 01:35:10 PM,03/14/2015 01:38:29 PM,UNF,UNFOUNDED,N,1F02,N Claiborne Ave & St Philip St,70116,1,"(0.0, 0.0)"
C1661515,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,03/14/2015 01:21:16 PM,,03/14/2015 01:21:16 PM,03/14/2015 01:58:47 PM,NAT,Necessary Action Taken,Y,1J02,017XX Esplanade Ave,70116,1,"(0.0, 0.0)"
C1662115,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,03/14/2015 01:29:28 PM,03/14/2015 01:37:21 PM,03/14/2015 01:38:38 PM,03/14/2015 02:23:41 PM,NAT,Necessary Action Taken,N,8B02,009XX Decatur St,70116,8,"(0.0, 0.0)"
C1662515,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1A,37369000,3513814,03/14/2015 01:31:02 PM,03/14/2015 06:46:55 PM,03/14/2015 07:07:21 PM,03/14/2015 11:25:00 PM,RTF,REPORT TO FOLLOW,N,7L04,150XX Dwyer Blvd,70129,7,"(0.0, 0.0)"
C1664615,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/14/2015 01:54:21 PM,03/14/2015 01:57:45 PM,03/14/2015 02:02:52 PM,03/14/2015 02:45:40 PM,NAT,Necessary Action Taken,N,3P02,038XX Bruxelles St,70122,3,"(0.0, 0.0)"
C1667215,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,03/14/2015 02:17:53 PM,03/14/2015 02:19:29 PM,03/14/2015 02:22:26 PM,03/14/2015 02:50:48 PM,NAT,Necessary Action Taken,N,8B02,009XX N Peters St,70116,8,"(0.0, 0.0)"
C1667915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 02:22:20 PM,03/14/2015 02:24:23 PM,03/14/2015 02:33:57 PM,03/14/2015 02:36:17 PM,UNF,UNFOUNDED,N,1A01,N Claiborne Ave & Esplanade Ave,70116,1,"(0.0, 0.0)"
C1670515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 02:58:26 PM,03/14/2015 03:07:28 PM,03/14/2015 03:07:34 PM,03/14/2015 03:13:47 PM,NAT,Necessary Action Taken,N,6A06,023XX Laurel St,70130,6,"(0.0, 0.0)"
C1670915,103M,MENTAL PATIENT,1A,21,COMPLAINT OTHER,2A,37369000,3513814,03/14/2015 03:01:18 PM,03/14/2015 03:16:46 PM,03/14/2015 03:20:19 PM,03/14/2015 07:03:55 PM,RTF,REPORT TO FOLLOW,N,5E01,055XX Dauphine St,70117,5,"(0.0, 0.0)"
C1680415,100,HIT & RUN,1E,100,HIT & RUN,1E,37369000,3513814,03/14/2015 04:34:23 PM,,03/14/2015 04:34:23 PM,03/14/2015 04:34:33 PM,RTF,REPORT TO FOLLOW,Y,,069XX Bul,,0,"(0.0, 0.0)"
C1681815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 04:48:35 PM,,,03/14/2015 05:03:15 PM,VOI,VOID,N,8B02,009XX N Peters St,70116,8,"(0.0, 0.0)"
C1689215,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,03/14/2015 05:35:42 PM,03/14/2015 06:08:19 PM,03/14/2015 06:17:27 PM,03/14/2015 06:39:08 PM,NAT,Necessary Action Taken,N,8E02,010XX Saint Philip St,70116,8,"(0.0, 0.0)"
C1697915,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,03/14/2015 06:56:47 PM,03/14/2015 06:57:11 PM,03/14/2015 07:04:32 PM,03/14/2015 07:50:57 PM,NAT,Necessary Action Taken,N,6N02,041XX Earhart Blvd,70125,6,"(0.0, 0.0)"
C1718015,63,PROWLER,2C,63,PROWLER,2C,37369000,3513814,03/14/2015 09:53:17 PM,,03/14/2015 09:53:17 PM,03/14/2015 09:53:49 PM,NAT,Necessary Action Taken,Y,,014XX Port Of New Orleans,,0,"(0.0, 0.0)"
C1699915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 07:13:51 PM,03/14/2015 07:13:51 PM,03/14/2015 07:25:47 PM,03/14/2015 07:44:14 PM,NAT,Necessary Action Taken,N,6A05,026XX Magazine St,70130,6,"(0.0, 0.0)"
C1701915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 07:30:56 PM,03/14/2015 07:30:56 PM,03/14/2015 07:31:17 PM,03/14/2015 07:48:04 PM,NAT,Necessary Action Taken,N,8E01,Bourbon St & St Ann St,70116,8,"(0.0, 0.0)"
C1702615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 07:33:25 PM,03/14/2015 07:33:25 PM,03/14/2015 07:34:37 PM,03/14/2015 07:49:08 PM,NAT,Necessary Action Taken,N,8D05,005XX Bourbon St,70130,8,"(0.0, 0.0)"
C1703415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 07:38:04 PM,03/14/2015 07:38:04 PM,03/14/2015 07:38:54 PM,03/14/2015 08:56:06 PM,NAT,Necessary Action Taken,N,8C01,Iberville St & Chartres St,70130,8,"(0.0, 0.0)"
H3651815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,08/29/2015 10:18:42 PM,,,08/29/2015 10:20:04 PM,DUP,DUPLICATE,N,3I01,Navarre Ave & Orleans Ave,70124,3,"(0.0, 0.0)"
C1704515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 07:48:14 PM,03/14/2015 07:48:14 PM,03/14/2015 07:49:11 PM,03/14/2015 08:16:08 PM,NAT,Necessary Action Taken,N,8D06,007XX Bourbon St,70116,8,"(0.0, 0.0)"
C1705915,103M,MENTAL PATIENT,1A,103D,DOMESTIC DISTURBANCE,2B,37369000,3513814,03/14/2015 08:06:22 PM,03/14/2015 08:07:46 PM,03/14/2015 08:14:56 PM,03/14/2015 10:26:00 PM,NAT,Necessary Action Taken,N,4I01,014XX Numa St,70114,4,"(0.0, 0.0)"
C1706715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 08:18:33 PM,03/14/2015 08:18:33 PM,,03/14/2015 08:41:01 PM,NAT,Necessary Action Taken,N,6D02,013XX 2nd St,70130,6,"(0.0, 0.0)"
C1706915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 08:18:41 PM,,,03/14/2015 08:20:35 PM,DUP,DUPLICATE,N,6D02,013XX 2nd St,70130,6,"(0.0, 0.0)"
C1707015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 08:18:42 PM,,,03/14/2015 08:20:42 PM,DUP,DUPLICATE,N,6D02,013XX 2nd St,70130,6,"(0.0, 0.0)"
C1708615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 08:28:45 PM,,03/14/2015 08:28:45 PM,03/14/2015 10:00:00 PM,NAT,Necessary Action Taken,Y,8A01,Convention Center Blvd & Henderson St,70130,8,"(0.0, 0.0)"
C1709715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 08:38:22 PM,03/14/2015 08:38:22 PM,,03/14/2015 10:39:46 PM,NAT,Necessary Action Taken,N,6A05,Constance St & 3rd St,70130,6,"(0.0, 0.0)"
C1711015,17J,JUVENILE ATTACHMENT,1F,17J,JUVENILE ATTACHMENT,1F,37369000,3513814,03/14/2015 08:53:25 PM,,03/14/2015 08:53:25 PM,03/14/2015 09:59:07 PM,RTF,REPORT TO FOLLOW,Y,8J02,004XX Loyola Ave,70112,8,"(0.0, 0.0)"
C1711915,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,03/14/2015 08:58:21 PM,03/15/2015 12:10:46 AM,03/15/2015 12:20:34 AM,03/15/2015 12:58:30 AM,NAT,Necessary Action Taken,N,6F02,023XX Harmony St,70115,6,"(0.0, 0.0)"
C1712415,24,MEDICAL,2B,103,DISTURBANCE (OTHER),2A,37369000,3513814,03/14/2015 09:01:12 PM,03/14/2015 09:05:22 PM,03/14/2015 09:08:28 PM,03/14/2015 09:34:31 PM,NAT,Necessary Action Taken,N,6G03,013XX Saint Charles Ave,,6,"(0.0, 0.0)"
C1712515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 09:02:35 PM,03/14/2015 09:17:35 PM,03/14/2015 09:27:43 PM,03/14/2015 09:34:56 PM,NAT,Necessary Action Taken,N,6G03,Carondelet St & Calliope St,70113,6,"(0.0, 0.0)"
C1714415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 09:20:07 PM,03/14/2015 09:20:07 PM,03/14/2015 09:20:10 PM,03/14/2015 09:46:45 PM,NAT,Necessary Action Taken,N,8F01,005XX Frenchmen St,70116,8,"(0.0, 0.0)"
C1716015,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/14/2015 09:31:11 PM,03/14/2015 09:31:47 PM,03/14/2015 09:37:04 PM,03/14/2015 10:04:04 PM,UNF,UNFOUNDED,N,1J02,Barracks St & N Prieur St,70116,1,"(0.0, 0.0)"
C1717715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 09:50:42 PM,03/14/2015 09:50:42 PM,03/14/2015 09:51:32 PM,03/14/2015 10:02:18 PM,NAT,Necessary Action Taken,N,8E01,Bourbon St & St Ann St,70116,8,"(0.0, 0.0)"
C1719215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 10:03:22 PM,03/14/2015 10:03:22 PM,03/14/2015 10:04:12 PM,03/14/2015 10:22:35 PM,NAT,Necessary Action Taken,N,8C02,003XX Royal St,70130,8,"(0.0, 0.0)"
C1719315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 10:05:00 PM,,03/14/2015 10:05:00 PM,03/14/2015 10:22:43 PM,DUP,DUPLICATE,Y,8D04,003XX Royal St,70130,8,"(0.0, 0.0)"
C1729215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/14/2015 11:21:53 PM,03/14/2015 11:26:09 PM,03/14/2015 11:33:51 PM,03/14/2015 11:39:12 PM,GOA,GONE ON ARRIVAL,N,1F02,011XX Ursulines Ave,70116,1,"(0.0, 0.0)"
C1731515,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/14/2015 11:48:32 PM,03/15/2015 07:25:26 AM,03/15/2015 07:31:34 AM,03/15/2015 09:02:00 AM,RTF,REPORT TO FOLLOW,N,5L02,025XX N Galvez St,70117,5,"(0.0, 0.0)"
C1736215,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/15/2015 12:41:49 AM,03/16/2015 04:25:07 AM,03/16/2015 04:35:11 AM,03/16/2015 04:35:53 AM,UNF,UNFOUNDED,N,7P01,085XX Dinkins St,70127,7,"(0.0, 0.0)"
C1742815,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,2A,37369000,3513814,03/15/2015 01:57:26 AM,,,03/15/2015 02:52:33 AM,VOI,VOID,N,6D02,012XX 8th St,70115,6,"(0.0, 0.0)"
C1743115,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/15/2015 02:02:33 AM,03/15/2015 02:05:23 AM,03/15/2015 02:05:54 AM,03/15/2015 03:10:16 AM,NAT,Necessary Action Taken,N,1G01,Tulane Ave & S Prieur St,70112,1,"(0.0, 0.0)"
C1748415,29S,SUICIDE,2A,29S,SUICIDE,2A,37369000,3513814,03/15/2015 03:26:14 AM,03/15/2015 03:26:21 AM,03/15/2015 03:26:30 AM,03/15/2015 05:57:38 AM,RTF,REPORT TO FOLLOW,N,3C02,067XX Avenue A,70124,3,"(0.0, 0.0)"
C1828415,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,03/15/2015 07:55:08 PM,,03/15/2015 07:55:08 PM,03/15/2015 08:09:03 PM,NAT,Necessary Action Taken,Y,8D01,Canal St & Royal St,70130,8,"(0.0, 0.0)"
C1755415,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,03/15/2015 05:26:39 AM,,03/15/2015 05:26:39 AM,03/15/2015 06:16:22 AM,NAT,Necessary Action Taken,Y,8D05,004XX Dauphine St,70112,8,"(0.0, 0.0)"
